Longitude,Latitude,Speed,Distance,Time,Acc X,Acc Y,Acc Z,Heading,gyro_x,gyro_y,gyro_z
Timestamp,Longitude,Latitude,RotationV X,RotationV Y,RotationV Z,RotationV W,RotationV Acc
0.0,0.0,0.0,0.0,1516099646943,-0.15418148,0.32801557,0.29106498,0.0,0.042077947,0.30173615,-0.1355549
1516099646943,0.0,0.0|-0.55670804,-0.52783287,-0.45239443,0.45476156,-1.0
0.0,0.0,0.0,0.0,1516099647042,0.038431168,-0.015905425,-0.6209475,0.0,-0.05752428,0.15153387,0.058056913
1516099647042,0.0,0.0|-0.56491166,-0.50466233,-0.4788165,0.443763,-1.0
0.0,0.0,0.0,0.0,1516099647144,-0.0698452,0.20918256,-0.53089786,0.0,-0.07190535,0.10466223,0.104928546
1516099647144,0.0,0.0|-0.56991935,-0.49579275,-0.48461926,0.44105068,-1.0
0.0,0.0,0.0,0.0,1516099647247,0.20993996,0.1237766,-0.28770554,0.0,0.0063915867,0.07456851,0.06711166
1516099647247,0.0,0.0|-0.580069,-0.4765361,-0.4960265,0.43633837,-1.0
0.0,0.0,0.0,0.0,1516099647344,-0.029986382,0.02232641,-0.35471952,0.0,0.019707393,0.007190535,0.048203215
1516099647344,0.0,0.0|-0.583372,-0.4706235,-0.49940354,0.43449605,-1.0
0.0,0.0,0.0,0.0,1516099647444,-0.19042015,0.08122662,-0.38495028,0.0,0.12250541,0.10040118,0.009853696
1516099647444,0.0,0.0|-0.57893056,-0.4723921,-0.4990894,0.4388565,-1.0
0.0,0.0,0.0,0.0,1516099647544,0.0064296722,0.117669225,-0.58379626,0.0,0.0015978967,0.14807177,0.016245283
1516099647544,0.0,0.0|-0.5732931,-0.47260642,-0.49985954,0.44510522,-1.0
0.0,0.0,0.0,0.0,1516099647644,-0.061962128,0.035244048,-0.52439654,0.0,0.024501082,0.08974853,0.008522116
1516099647644,0.0,0.0|-0.5741512,-0.46737853,-0.5036353,0.4452632,-1.0
0.0,0.0,0.0,0.0,1516099647744,0.18078423,0.0095820725,-0.4990461,0.0,0.049534798,0.14487597,0.04527374
1516099647744,0.0,0.0|-0.5734531,-0.46277228,-0.50719637,0.4469286,-1.0
0.0,0.0,0.0,0.0,1516099647844,0.08570194,0.1143468,-0.17774731,0.0,0.08468852,0.020506341,-0.0061252704
1516099647844,0.0,0.0|-0.5729432,-0.4568972,-0.5131824,0.44679418,-1.0
0.0,0.0,0.0,0.0,1516099647945,-0.2808466,0.04452303,-0.5144787,0.0,0.03888215,0.037284255,-0.0037284256
1516099647945,0.0,0.0|-0.5761244,-0.4510704,-0.5190378,0.44183266,-1.0
0.0,0.0,0.0,0.0,1516099648045,-0.3843603,0.24595045,-0.63077515,0.0,0.036751624,0.3073288,-0.021571605
1516099648045,0.0,0.0|-0.5749012,-0.44582495,-0.5265772,0.43982413,-1.0
0.0,0.0,0.0,0.0,1516099648146,0.064720154,0.44036067,-0.62354577,0.0,0.029827405,0.36938044,-0.023169503
1516099648146,0.0,0.0|-0.5587037,-0.44444522,-0.53404826,0.452892,-1.0
0.0,0.0,0.0,0.0,1516099648246,-0.020973206,0.09977205,-0.12534311,0.0,-0.019707393,0.06657903,0.06950851
1516099648246,0.0,0.0|-0.55788475,-0.43403438,-0.5436414,0.45258468,-1.0
0.0,0.0,0.0,0.0,1516099648347,0.18509483,0.19013065,-0.26524085,0.0,0.06498113,0.10226539,-0.083889574
1516099648347,0.0,0.0|-0.56013477,-0.425902,-0.55148524,0.4480186,-1.0
0.0,0.0,0.0,0.0,1516099648446,-0.033503532,0.24766135,-0.55939245,0.0,0.068176925,0.2910835,-0.054062173
1516099648446,0.0,0.0|-0.5486703,-0.43170592,-0.5517477,0.45625153,-1.0
0.0,0.0,0.0,0.0,1516099648547,-0.12914085,0.16294602,-0.59367406,0.0,0.013315806,0.1323591,0.024767399
1516099648547,0.0,0.0|-0.54393435,-0.42816693,-0.5569903,0.45887962,-1.0
0.0,0.0,0.0,0.0,1516099648648,-0.07324028,0.35594928,-0.23004061,0.0,-0.036751624,0.19068234,0.029294772
1516099648648,0.0,0.0|-0.5421553,-0.42278162,-0.56242883,0.4593443,-1.0
0.0,0.0,0.0,0.0,1516099648747,0.03609276,0.044674724,-0.40045363,0.0,-0.024501082,0.16884442,-0.04660532
1516099648747,0.0,0.0|-0.54338163,-0.41501084,-0.5680909,0.45808983,-1.0
0.0,0.0,0.0,0.0,1516099648850,-0.3308115,0.21534577,-0.3532497,0.0,0.046339005,0.23116238,-0.08229168
1516099648850,0.0,0.0|-0.5322103,-0.4188025,-0.56913334,0.46630886,-1.0
0.0,0.0,0.0,0.0,1516099648947,0.0040864944,0.2633461,-0.33674103,0.0,-0.0058589545,0.30120352,0.025566347
1516099648947,0.0,0.0|-0.52346057,-0.41742498,-0.57198375,0.47389883,-1.0
